crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month,weather_cond_clean
05/06/2020 01:12:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,13.0,4.0,5.0,CLEAR
01/30/2017 07:45:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,CLEAR
05/16/2018 01:33:00 AM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2.0,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,CLEAR
07/09/2022 01:35:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,13.0,7.0,7.0,CLEAR
06/17/2017 06:40:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18.0,7.0,6.0,CLEAR
12/17/2022 07:20:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,19.0,7.0,12.0,CLEAR
07/22/2022 05:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,17.0,6.0,7.0,CLEAR
10/17/2022 11:01:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,10.0,CLEAR
12/28/2020 11:40:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,12.0,CLEAR
12/05/2017 09:49:00 PM,TRAFFIC SIGNAL,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",UNABLE TO DETERMINE,3.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,21.0,3.0,12.0,CLEAR
06/26/2019 05:40:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17.0,4.0,6.0,CLEAR
03/31/2023 10:30:00 AM,TRAFFIC SIGNAL,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,3.0,RAIN
12/09/2022 04:35:00 PM,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,16.0,6.0,12.0,RAIN
04/01/2021 06:30:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,18.0,5.0,4.0,CLEAR
08/18/2018 01:40:00 PM,TRAFFIC SIGNAL,CLEAR,DAWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,13.0,7.0,8.0,CLEAR
09/27/2021 01:23:00 AM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,2.0,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,9.0,CLEAR
08/28/2022 01:50:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,8.0,CLEAR
07/30/2020 04:10:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,7.0,CLEAR
08/10/2020 10:00:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,DISREGARDING TRAFFIC SIGNALS,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,8.0,CLEAR
07/29/2021 05:25:00 AM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2.0,NONINCAPACITATING INJURY,3.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,7.0,CLEAR
08/10/2022 05:45:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,3.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,17.0,4.0,8.0,CLEAR
08/02/2021 09:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,8.0,UNKNOWN
08/21/2020 10:15:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,8.0,CLEAR
01/13/2022 11:04:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,23.0,5.0,1.0,CLEAR
12/15/2017 05:00:00 PM,TRAFFIC SIGNAL,CLEAR,DUSK,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,17.0,6.0,12.0,CLEAR
09/29/2019 10:23:00 PM,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER BACKING,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,22.0,1.0,9.0,CLOUDY/OVERCAST
08/31/2019 10:06:00 PM,STOP SIGN/FLASHER,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,22.0,7.0,8.0,RAIN
11/02/2018 03:25:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,15.0,6.0,11.0,CLEAR
08/26/2019 05:15:00 PM,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,8.0,CLOUDY/OVERCAST
06/05/2021 11:00:00 PM,TRAFFIC SIGNAL,CLEAR,DARKNESS,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,23.0,7.0,6.0,CLEAR
07/14/2021 04:20:00 AM,NO CONTROLS,CLEAR,DAWN,OTHER NONCOLLISION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,CLEAR
10/03/2020 11:18:00 PM,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,23.0,7.0,10.0,RAIN
05/31/2023 12:22:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,12.0,4.0,5.0,CLEAR
09/22/2019 11:30:00 PM,UNKNOWN,UNKNOWN,DAWN,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,UNKNOWN,NO INJURY / DRIVE AWAY,N,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,23.0,1.0,9.0,UNKNOWN
06/30/2016 10:38:00 AM,UNKNOWN,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,6.0,CLEAR
08/09/2019 09:00:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,8.0,CLEAR
11/24/2019 08:40:00 AM,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,11.0,CLEAR
01/01/2022 05:00:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,17.0,7.0,1.0,CLEAR
07/31/2021 04:49:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,7.0,CLEAR
12/24/2022 11:18:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,12.0,CLEAR
02/11/2022 06:50:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,2.0,CLEAR
03/01/2019 10:00:00 PM,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,3.0,UNKNOWN
06/18/2023 03:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,1.0,15.0,1.0,6.0,CLEAR
05/12/2022 11:30:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,UNABLE TO DETERMINE,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,11.0,5.0,5.0,CLEAR
05/26/2022 11:45:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.0,5.0,CLEAR
10/10/2019 06:00:00 PM,TRAFFIC SIGNAL,CLEAR,DUSK,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,18.0,5.0,10.0,CLEAR
07/19/2018 08:54:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,7.0,CLEAR
06/13/2018 12:25:00 AM,YIELD,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,6.0,CLEAR
08/23/2018 01:30:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,13.0,5.0,8.0,CLEAR
06/13/2023 02:13:00 PM,TRAFFIC SIGNAL,RAIN,UNKNOWN,PEDALCYCLIST,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,6.0,RAIN
04/02/2021 12:30:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,TRAFFIC ROUTE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,12.0,6.0,4.0,CLEAR
07/06/2021 10:35:00 PM,NO CONTROLS,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22.0,3.0,7.0,CLEAR
05/30/2017 04:00:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,5.0,CLEAR
06/26/2023 03:20:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,6.0,CLEAR
04/12/2019 10:04:00 AM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,4.0,CLEAR
05/08/2022 10:50:00 PM,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"$501 - $1,500",IMPROPER LANE USAGE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,22.0,1.0,5.0,CLEAR
06/08/2019 02:30:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,3.0,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,2.0,14.0,7.0,6.0,CLEAR
10/21/2015 02:09:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,CLEAR
09/20/2018 05:00:00 PM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17.0,5.0,9.0,CLEAR
07/07/2019 06:22:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,0.0,18.0,1.0,7.0,CLEAR
06/10/2019 01:15:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,6.0,CLEAR
07/26/2018 01:00:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,N,"OVER $1,500",IMPROPER LANE USAGE,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,7.0,CLEAR
03/19/2023 09:44:00 PM,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,3.0,CLEAR
04/11/2018 11:35:00 AM,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,4.0,CLEAR
03/29/2021 02:26:00 PM,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2.0,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,2.0,14.0,2.0,3.0,CLEAR
06/22/2018 05:02:00 PM,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,17.0,6.0,6.0,CLEAR
